main-captions	MSRvid	2012test	0001	5.000	A plane is taking off.	An air plane is taking off.
main-captions	MSRvid	2012test	0004	3.800	A man is playing a large flute.	A man is playing a flute.
main-captions	MSRvid	2012test	0005	3.800	A man is spreading shreded cheese on a pizza.	A man is spreading shredded cheese on an uncooked pizza.
main-captions	MSRvid	2012test	0006	2.600	Three men are playing chess.	Two men are playing chess.
main-captions	MSRvid	2012test	0009	4.250	A man is playing the cello.	A man seated is playing the cello.
main-captions	MSRvid	2012test	0011	4.250	Some men are fighting.	Two men are fighting.
main-captions	MSRvid	2012test	0012	0.500	A man is smoking.	A man is skating.
main-captions	MSRvid	2012test	0013	1.600	The man is playing the piano.	The man is playing the guitar.
main-captions	MSRvid	2012test	0014	2.200	A man is playing on a guitar and singing.	A woman is playing an acoustic guitar and singing.
main-captions	MSRvid	2012test	0016	5.000	A person is throwing a cat on to the ceiling.	A person throws a cat on the ceiling.
main-captions	MSRvid	2012test	0017	4.200	The man hit the other man with a stick.	The man spanked the other man with a stick.
main-captions	MSRvid	2012test	0018	4.600	A woman picks up and holds a baby kangaroo.	A woman picks up and holds a baby kangaroo in her arms.
main-captions	MSRvid	2012test	0019	3.867	A man is playing a flute.	A man is playing a bamboo flute.
main-captions	MSRvid	2012test	0020	4.667	A person is folding a piece of paper.	Someone is folding a piece of paper.
main-captions	MSRvid	2012test	0021	1.667	A man is running on the road.	A panda dog is running on the road.
main-captions	MSRvid	2012test	0022	3.750	A dog is trying to get bacon off his back.	A dog is trying to eat the bacon on its back.
main-captions	MSRvid	2012test	0025	5.000	The polar bear is sliding on the snow.	A polar bear is sliding across the snow.
main-captions	MSRvid	2012test	0026	0.500	A woman is writing.	A woman is swimming.
main-captions	MSRvid	2012test	0028	3.800	A cat is rubbing against baby's face.	A cat is rubbing against a baby.
main-captions	MSRvid	2012test	0029	5.000	The man is riding a horse.	A man is riding on a horse.
main-captions	MSRvid	2012test	0030	3.200	A man pours oil into a pot.	A man pours wine in a pot.
main-captions	MSRvid	2012test	0031	2.800	A man is playing a guitar.	A girl is playing a guitar.
main-captions	MSRvid	2012test	0032	4.600	A panda is sliding down a slide.	A panda slides down a slide.
main-captions	MSRvid	2012test	0034	3.000	A woman is eating something.	A woman is eating meat.
main-captions	MSRvid	2012test	0035	5.000	A woman peels a potato.	A woman is peeling a potato.
main-captions	MSRvid	2012test	0038	4.800	The boy fell off his bike.	A boy falls off his bike.
main-captions	MSRvid	2012test	0040	5.000	The woman is playing the flute.	A woman is playing a flute.
main-captions	MSRvid	2012test	0042	4.200	A rabbit is running from an eagle.	A hare is running from a eagle.
main-captions	MSRvid	2012test	0044	4.200	The woman is frying a breaded pork chop.	A woman is cooking a breaded pork chop.
main-captions	MSRvid	2012test	0046	4.000	A girl is flying a kite.	A girl running is flying a kite.
main-captions	MSRvid	2012test	0047	4.000	A man is riding a mechanical bull.	A man rode a mechanical bull.
main-captions	MSRvid	2012test	0048	4.909	The man is playing the guitar.	A man is playing a guitar.
main-captions	MSRvid	2012test	0050	3.000	A woman is dancing and singing with other women.	A woman is dancing and singing in the rain.
main-captions	MSRvid	2012test	0052	2.400	A man is slicing a bun.	A man is slicing an onion.
main-captions	MSRvid	2012test	0053	4.200	A man is pouring oil into a pan.	A man is pouring oil into a skillet.
main-captions	MSRvid	2012test	0054	3.400	A lion is playing with people.	A lion is playing with two men.
main-captions	MSRvid	2012test	0055	5.000	A dog rides a skateboard.	A dog is riding a skateboard.
main-captions	MSRvid	2012test	0056	3.750	Someone is carving a statue.	A man is carving a statue.
main-captions	MSRvid	2012test	0057	2.750	A woman is slicing an onion.	A man is cutting an onion.
main-captions	MSRvid	2012test	0058	5.000	A woman peels shrimp.	A woman is peeling shrimp.
main-captions	MSRvid	2012test	0059	4.000	A woman is frying fish.	A woman is cooking fish.
main-captions	MSRvid	2012test	0061	3.600	A woman is playing an electric guitar.	A woman is playing a guitar.
main-captions	MSRvid	2012test	0062	1.600	A baby tiger is playing with a ball.	A baby is playing with a doll.
main-captions	MSRvid	2012test	0064	1.750	A person is slicing a tomato.	A person is slicing some meat.
main-captions	MSRvid	2012test	0065	5.000	A person cuts an onion.	A person is cutting an onion.
main-captions	MSRvid	2012test	0068	1.000	A man is playing the piano.	A woman is playing the violin.
main-captions	MSRvid	2012test	0069	1.000	A woman is playing the flute.	A man is playing the guitar.
main-captions	MSRvid	2012test	0070	2.375	A man is cutting up a potato.	A man is cutting up carrots.
main-captions	MSRvid	2012test	0071	3.800	A kid is playing guitar.	A boy is playing a guitar.
main-captions	MSRvid	2012test	0072	3.200	A boy is playing guitar.	A man is playing a guitar.
main-captions	MSRvid	2012test	0073	3.200	A man is playing guitar.	A boy is playing a guitar.
main-captions	MSRvid	2012test	0075	4.400	A little boy is playing a keyboard.	A boy is playing key board.
main-captions	MSRvid	2012test	0077	3.750	A man is playing a guitar.	A man is playing an electric guitar.
main-captions	MSRvid	2012test	0078	4.750	A dog licks a baby.	A dog is licking a baby.
main-captions	MSRvid	2012test	0080	3.200	A woman is slicing an onion.	A man is cutting and onion.
main-captions	MSRvid	2012test	0081	1.556	A man is playing the guitar.	A man is playing the drums.
main-captions	MSRvid	2012test	0083	3.938	A woman is slicing a pepper.	A woman is cutting a red pepper.
main-captions	MSRvid	2012test	0084	5.000	A man is playing the drums.	A man plays the drum.
main-captions	MSRvid	2012test	0085	5.000	A woman rides a horse.	A woman is riding a horse.
main-captions	MSRvid	2012test	0086	4.000	A man is eating a banana by a tree.	A man is eating a banana.
main-captions	MSRvid	2012test	0087	1.600	A cat is playing a key board.	A man is playing two keyboards.
main-captions	MSRvid	2012test	0089	4.750	A man chops down a tree with an axe.	A man cut a tree with an axe.
main-captions	MSRvid	2012test	0090	3.500	A kid plays with a toy phone.	A little boy plays with a toy phone.
main-captions	MSRvid	2012test	0093	1.400	A man is riding a motorcycle.	A man is riding a horse.
main-captions	MSRvid	2012test	0094	1.400	A man is riding a motorcycle.	A man is riding a horse.
main-captions	MSRvid	2012test	0099	4.000	A squirrel is spinning around in circles.	A squirrel runs around in circles.
main-captions	MSRvid	2012test	0101	5.000	A man and a woman are kissing.	A man and woman kiss.
main-captions	MSRvid	2012test	0102	3.833	A man is getting into a car.	A man is getting into a car in a garage.
main-captions	MSRvid	2012test	0104	0.600	A man is dancing.	A man is talking.
main-captions	MSRvid	2012test	0105	2.917	A man is playing the guitar and singing.	A man is playing the guitar.
main-captions	MSRvid	2012test	0106	4.200	A person is cutting mushrooms.	A person is cutting mushrooms with a knife.
main-captions	MSRvid	2012test	0108	2.000	A tiger cub is making a sound.	A tiger is walking around.
main-captions	MSRvid	2012test	0109	2.600	A person is slicing onions.	A person is peeling an onion.
main-captions	MSRvid	2012test	0110	1.600	A man is playing the piano.	A man is playing the trumpet.
main-captions	MSRvid	2012test	0111	2.000	A woman is peeling a potato.	A woman is peeling an apple.
main-captions	MSRvid	2012test	0112	4.200	A pankda is eating bamboo.	A panda bear is eating some bamboo.
main-captions	MSRvid	2012test	0113	2.000	A person is peeling an onion.	A person is peeling an eggplant.
main-captions	MSRvid	2012test	0114	4.800	A monkey pushes another monkey.	The monkey pushed the other monkey.
main-captions	MSRvid	2012test	0115	4.400	A squirrel runs around in circles.	A squirrel is moving in circles.
main-captions	MSRvid	2012test	0116	5.000	A man is tying his shoe.	A man ties his shoe.
main-captions	MSRvid	2012test	0117	3.000	A boy is singing and playing the piano.	A boy is playing the piano.
main-captions	MSRvid	2012test	0118	4.250	A dog is eating water melon.	A dog is eating a piece of watermelon.
main-captions	MSRvid	2012test	0119	4.250	A woman is chopping broccoli.	A woman is chopping broccoli with a knife.
main-captions	MSRvid	2012test	0120	3.800	A man is peeling a potato.	A man peeled a potatoe.
main-captions	MSRvid	2012test	0121	2.400	A woman is playing a guitar.	A man plays a guitar.
main-captions	MSRvid	2012test	0123	1.600	A woman is slicing tomato.	A man is slicing onion.
main-captions	MSRvid	2012test	0125	2.000	A man swims underwater.	A woman is swimming underwater.
main-captions	MSRvid	2012test	0126	1.600	A man and woman are talking.	A man and woman is eating.
main-captions	MSRvid	2012test	0129	4.000	A small dog is chasing a yoga ball.	A dog is chasing a ball.
main-captions	MSRvid	2012test	0130	2.200	The men are playing cricket.	The men are playing basketball.
main-captions	MSRvid	2012test	0131	4.400	A man rides off on a motorcycle.	A man is riding on a motorcycle.
main-captions	MSRvid	2012test	0132	3.600	A man is playing a guitar.	A man is singing and playing a guitar.
main-captions	MSRvid	2012test	0133	3.600	The man talked on the telephone.	The man is talking on the phone.
main-captions	MSRvid	2012test	0135	0.500	A man is fishing.	A man is exercising.
main-captions	MSRvid	2012test	0136	0.800	A man is levitating.	A man is talking.
main-captions	MSRvid	2012test	0138	0.600	Two boys are driving.	Two bays are dancing.
main-captions	MSRvid	2012test	0141	2.600	A man is riding on a horse.	A girl is riding a horse.
main-captions	MSRvid	2012test	0142	2.000	A man is riding a bicycle.	A monkey is riding a bike.
main-captions	MSRvid	2012test	0143	2.200	A man is slicing potatoes.	A woman is peeling potato.
main-captions	MSRvid	2012test	0144	2.400	A woman is peeling a potato.	A man is slicing potato.
main-captions	MSRvid	2012test	0145	3.600	A man is playing a guitar.	Someoen is playing guitar.
main-captions	MSRvid	2012test	0148	2.200	A woman is slicing a leek.	A woman is slicing ginger.
main-captions	MSRvid	2012test	0149	4.800	The man cut a paper plate.	A man is cutting a paper plate.
main-captions	MSRvid	2012test	0151	1.643	The man is playing the guitar.	A man is playing the flute.
main-captions	MSRvid	2012test	0152	1.750	A man is playing the piano.	The man is playing the violin.
main-captions	MSRvid	2012test	0154	2.250	A woman is slicing up some meat.	A woman is breading some meat.
main-captions	MSRvid	2012test	0155	4.000	A man is playing on his keyboard.	A man is playing a keyboard piano.
